occupation_name,country,state,count,hispanic_or_latino_n,white_n,black_n,asian_n,pacific_islander_n,american_or_alaskan_native_n,other_or_multiple_n,less_than_30yrs_n,30_to_39_yrs_n,40_to_49_yrs_n,50_to_59_yrs_n,60_or_older_n,male_n,female_n,hispanic_or_latino_percentage,white_percentage,black_percentage,asian_percentage,pacific Islander_percentage,american_or_alaskan_native_percentage,other_or_multiple_percentage,less_than_30yrs_percentage,30_to_39_yrs_percentage,40_to_49_yrs_percentage,50_to_59_yrs_percentage,60_or_older_percentage,male_percentage,female_percentage
Physical Therapist Assistants & Aides,United States,Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physical Therapist Assistants & Aides,United States,Nebraska,985,,915,,,,,,461,275,,,,356,629,,92.893,,,,,,46.802,27.919,,,,36.142,63.858
Physical Therapist Assistants & Aides,United States,Nevada,669,,393,,,,,,,,,,,,557,,58.744,,,,,,,,,,,,83.259
Physical Therapist Assistants & Aides,United States,New Hampshire,,,,,,,,,,,,,,,340,,,,,,,,,,,,,,
Physical Therapist Assistants & Aides,United States,New Jersey,2987,,1957,,456,,,,1613,393,406,340,,1127,1860,,65.517,,15.266,,,,54.001,13.157,13.592,11.383,,37.73,62.27
Physical Therapist Assistants & Aides,United States,New Mexico,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physical Therapist Assistants & Aides,United States,New York,6449,1117,3470,486,1146,,,,2274,1156,1026,1331,,2491,3958,17.321,53.807,7.536,17.77,,,,35.261,17.925,15.909,20.639,,38.626,61.374
Physical Therapist Assistants & Aides,United States,North Carolina,2355,,2154,,,,,,482,535,436,672,,644,1711,,91.465,,,,,,20.467,22.718,18.514,28.535,,27.346,72.654
Physical Therapist Assistants & Aides,United States,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physical Therapist Assistants & Aides,United States,Ohio,6057,,5662,,,,,,1382,1617,1758,969,,1982,4075,,93.479,,,,,,22.817,26.696,29.024,15.998,,32.722,67.278
Physical Therapist Assistants & Aides,United States,Oklahoma,1736,,1466,,,,,,,487,,273,,,1345,,84.447,,,,,,,28.053,,15.726,,,77.477
Physical Therapist Assistants & Aides,United States,Oregon,1104,,946,,,,,,446,,,309,,385,719,,85.688,,,,,,40.399,,,27.989,,34.873,65.127
Physical Therapist Assistants & Aides,United States,Pennsylvania,6251,,5794,,,,,,2266,1375,1146,1305,,1604,4647,,92.689,,,,,,36.25,21.996,18.333,20.877,,25.66,74.34
Physical Therapist Assistants & Aides,United States,Rhode Island,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physical Therapist Assistants & Aides,United States,South Carolina,1660,,1190,,,,,,256,600,440,,,,1288,,71.687,,,,,,15.422,36.145,26.506,,,,77.59
Physical Therapist Assistants & Aides,United States,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physical Therapist Assistants & Aides,United States,Tennessee,4580,,4034,,,,,,1085,1534,946,832,,1420,3160,,88.079,,,,,,23.69,33.493,20.655,18.166,,31.004,68.996
Physical Therapist Assistants & Aides,United States,Texas,8165,2646,4013,857,391,,,,3560,1965,1323,1007,310,2516,5649,32.407,49.149,10.496,4.789,,,,43.601,24.066,16.203,12.333,3.797,30.814,69.186
Physical Therapist Assistants & Aides,United States,Utah,962,,807,,,,,,611,,,,,348,614,,83.888,,,,,,63.514,,,,,36.175,63.825
Physical Therapist Assistants & Aides,United States,Vermont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physical Therapist Assistants & Aides,United States,Virginia,3236,,2545,,,,,,1017,1015,574,486,,1177,2059,,78.646,,,,,,31.428,31.366,17.738,15.019,,36.372,63.628
Physical Therapist Assistants & Aides,United States,Washington,2369,,1806,,,,,,758,545,351,,,525,1844,,76.235,,,,,,31.997,23.005,14.816,,,22.161,77.839
Physical Therapist Assistants & Aides,United States,West Virginia,874,,823,,,,,,,,,,,,591,,94.165,,,,,,,,,,,,67.62
Physical Therapist Assistants & Aides,United States,Wisconsin,2416,,2031,,,,,,626,765,625,158,,,2106,,84.065,,,,,,25.911,31.664,25.869,6.54,,,87.169
Physical Therapist Assistants & Aides,United States,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physical Therapist Assistants & Aides,United States,All States,113688,13294,83243,6336,7108,,,3152,39044,27881,21665,18247,6851,35785,77903,11.693,73.221,5.573,6.252,,,2.773,34.343,24.524,19.057,16.05,6.026,31.476,68.524
Physical Therapists,United States,Alabama,3130,,2785,,,,,,480,678,,504,,1264,1866,,88.978,,,,,,15.335,21.661,,16.102,,40.383,59.617
Physical Therapists,United States,Alaska,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physical Therapists,United States,Arizona,5999,607,4540,,499,,,,1083,1963,1409,883,661,2275,3724,10.118,75.679,,8.318,,,,18.053,32.722,23.487,14.719,11.019,37.923,62.077
Physical Therapists,United States,Arkansas,2001,,1725,,,,,,,868,463,279,,660,1341,,86.207,,,,,,,43.378,23.138,13.943,,32.984,67.016
Physical Therapists,United States,California,26015,3522,14294,371,6879,,,884,3817,7679,6345,4783,3391,10317,15698,13.538,54.945,1.426,26.442,,,3.398,14.672,29.518,24.39,18.386,13.035,39.658,60.342
Physical Therapists,United States,Colorado,6370,,5256,,342,,,,1495,2252,1492,725,406,1951,4419,,82.512,,5.369,,,,23.469,35.353,23.422,11.381,6.374,30.628,69.372
Physical Therapists,United States,Connecticut,4022,,3328,,,,,,487,1239,986,805,505,996,3026,,82.745,,,,,,12.108,30.806,24.515,20.015,12.556,24.764,75.236
Physical Therapists,United States,Delaware,1117,,927,,,,,,,,,,,,865,,82.99,,,,,,,,,,,,77.44
Physical Therapists,United States,District of Columbia,866,,642,,,,,,,,,,,,593,,74.134,,,,,,,,,,,,68.476
Physical Therapists,United States,Florida,17361,3144,9850,1433,2072,,,,2084,5026,4987,3725,1539,6201,11160,18.11,56.736,8.254,11.935,,,,12.004,28.95,28.725,21.456,8.865,35.718,64.282
Physical Therapists,United States,Georgia,5834,,3715,1006,615,,,,786,2136,1246,1039,627,1787,4047,,63.678,17.244,10.542,,,,13.473,36.613,21.358,17.809,10.747,30.631,69.369
Physical Therapists,United States,Hawaii,1147,,306,,534,,,,,572,,,,434,713,,26.678,,46.556,,,,,49.869,,,,37.838,62.162
Physical Therapists,United States,Idaho,1385,,1346,,,,,,,,577,,,809,576,,97.184,,,,,,,,41.661,,,58.412,41.588
Physical Therapists,United States,Illinois,12287,,8767,,2498,,,,2258,4007,2762,2183,1077,3877,8410,,71.352,,20.33,,,,18.377,32.612,22.479,17.767,8.765,31.554,68.446
Physical Therapists,United States,Indiana,5415,,4440,,784,,,,760,1906,1438,924,,1773,3642,,81.994,,14.478,,,,14.035,35.199,26.556,17.064,,32.742,67.258
Physical Therapists,United States,Iowa,2697,,2606,,,,,,,1247,676,332,,765,1932,,96.626,,,,,,,46.237,25.065,12.31,,28.365,71.635
Physical Therapists,United States,Kansas,2087,,1858,,,,,,570,759,,277,,404,1683,,89.027,,,,,,27.312,36.368,,13.273,,19.358,80.642
Physical Therapists,United States,Kentucky,4029,,3846,,,,,,788,1482,986,615,,1461,2568,,95.458,,,,,,19.558,36.783,24.473,15.264,,36.262,63.738
Physical Therapists,United States,Louisiana,3112,,2930,,,,,,473,1015,,384,,1375,1737,,94.152,,,,,,15.199,32.616,,12.339,,44.184,55.816
Physical Therapists,United States,Maine,1324,,1157,,,,,,,,,,,433,891,,87.387,,,,,,,,,,,32.704,67.296
Physical Therapists,United States,Maryland,6878,,4125,1317,1158,,,,1588,2190,1413,1304,383,2088,4790,,59.974,19.148,16.836,,,,23.088,31.841,20.544,18.959,5.568,30.358,69.642
Physical Therapists,United States,Massachusetts,8369,,7424,,577,,,,1556,1962,2153,1474,1224,1957,6412,,88.708,,6.894,,,,18.592,23.444,25.726,17.613,14.625,23.384,76.616
Physical Therapists,United States,Michigan,8719,,6311,,1998,,,,1122,2580,2903,1488,626,3048,5671,,72.382,,22.915,,,,12.868,29.591,33.295,17.066,7.18,34.958,65.042
Physical Therapists,United States,Minnesota,5390,,5011,,,,,,1128,1884,1276,719,,1425,3965,,92.968,,,,,,20.928,34.954,23.673,13.34,,26.438,73.562
Physical Therapists,United States,Mississippi,2047,,1756,,,,,,272,770,686,,,738,1309,,85.784,,,,,,13.288,37.616,33.512,,,36.053,63.947
Physical Therapists,United States,Missouri,5157,,4775,,,,,,917,2162,1039,848,,1235,3922,,92.593,,,,,,17.782,41.924,20.147,16.444,,23.948,76.052
Physical Therapists,United States,Montana,1070,,1032,,,,,,,359,,,,542,528,,96.449,,,,,,,33.551,,,,50.654,49.346
Physical Therapists,United States,Nebraska,2098,,1944,,,,,,382,847,,,,628,1470,,92.66,,,,,,18.208,40.372,,,,29.933,70.067
Physical Therapists,United States,Nevada,1792,,1039,,353,,,,,623,422,198,,696,1096,,57.98,,19.699,,,,,34.766,23.549,11.049,,38.839,61.161
Physical Therapists,United States,New Hampshire,1657,,1588,,,,,,,396,,367,,595,1062,,95.836,,,,,,,23.899,,22.148,,35.908,64.092
Physical Therapists,United States,New Jersey,10293,,6315,,2350,,,,1393,3314,2857,1908,,4141,6152,,61.352,,22.831,,,,13.533,32.197,27.757,18.537,,40.231,59.769
Physical Therapists,United States,New Mexico,1476,432,652,,,,,,,,382,417,,,1172,29.268,44.173,,,,,,,,25.881,28.252,,,79.404
Physical Therapists,United States,New York,20873,1187,13750,836,4520,,,523,3409,5879,6236,3545,1804,7930,12943,5.687,65.875,4.005,21.655,,,2.506,16.332,28.166,29.876,16.984,8.643,37.992,62.008
Physical Therapists,United States,North Carolina,7617,,5996,673,591,,,,1354,2338,1978,1583,364,2650,4967,,78.719,8.835,7.759,,,,17.776,30.694,25.968,20.782,4.779,34.791,65.209
Physical Therapists,United States,North Dakota,899,,883,,,,,,,,,,,,,,98.22,,,,,,,,,,,,
Physical Therapists,United States,Ohio,8212,,7853,,,,,,1541,2668,1884,1434,685,2895,5317,,95.628,,,,,,18.765,32.489,22.942,17.462,8.341,35.253,64.747
Physical Therapists,United States,Oklahoma,2499,,2159,,,,,,502,1158,425,216,,591,1908,,86.395,,,,,,20.088,46.339,17.007,8.643,,23.649,76.351
Physical Therapists,United States,Oregon,4162,377,3137,,,,,,705,1212,824,640,781,1350,2812,9.058,75.372,,,,,,16.939,29.121,19.798,15.377,18.765,32.436,67.564
Physical Therapists,United States,Pennsylvania,13784,,12389,,827,,,,2772,3996,3453,2707,856,3832,9952,,89.88,,6,,,,20.11,28.99,25.051,19.639,6.21,27.8,72.2
Physical Therapists,United States,Rhode Island,1248,,1145,,,,,,,247,345,,,360,888,,91.747,,,,,,,19.792,27.644,,,28.846,71.154
Physical Therapists,United States,South Carolina,4477,,4180,,,,,,536,1399,1236,1106,,1324,3153,,93.366,,,,,,11.972,31.249,27.608,24.704,,29.573,70.427
Physical Therapists,United States,South Dakota,992,,943,,,,,,,,,,,,485,,95.06,,,,,,,,,,,,48.891
Physical Therapists,United States,Tennessee,5647,,4566,,250,,,,927,1856,1669,928,267,2053,3594,,80.857,,4.427,,,,16.416,32.867,29.556,16.434,4.728,36.356,63.644
Physical Therapists,United States,Texas,19552,4078,11143,912,2761,,,,3252,6523,4749,3411,1617,7268,12284,20.857,56.992,4.664,14.121,,,,16.633,33.362,24.289,17.446,8.27,37.173,62.827
Physical Therapists,United States,Utah,2162,,1971,,,,,,418,623,517,501,,1321,841,,91.166,,,,,,19.334,28.816,23.913,23.173,,61.101,38.899
Physical Therapists,United States,Vermont,696,,622,,,,,,,,,,,,544,,89.368,,,,,,,,,,,,78.161
Physical Therapists,United States,Virginia,6546,,5150,,624,,,,1385,2074,1532,1152,403,1927,4619,,78.674,,9.533,,,,21.158,31.683,23.404,17.599,6.156,29.438,70.562
Physical Therapists,United States,Washington,7344,,5913,,706,,,302,976,2377,1872,1527,592,2569,4775,,80.515,,9.613,,,4.112,13.29,32.367,25.49,20.792,8.061,34.981,65.019
Physical Therapists,United States,West Virginia,1387,,1206,,,,,,,601,,,,452,935,,86.95,,,,,,,43.331,,,,32.588,67.412
Physical Therapists,United States,Wisconsin,5717,,5354,,,,,,1095,1899,1295,1073,355,1790,3927,,93.651,,,,,,19.153,33.217,22.652,18.769,6.21,31.31,68.69
Physical Therapists,United States,Wyoming,545,,430,,,,,,,,,,,,,,78.899,,,,,,,,,,,,
Physical Therapists,United States,All States,276505,17964,205951,11293,33858,,526,6614,46178,87502,70396,48787,23642,94651,181854,6.497,74.484,4.084,12.245,,0.19,2.392,16.701,31.646,25.459,17.644,8.55,34.231,65.769
Physician Assistants,United States,Alabama,1115,,1018,,,,,,,,,,,,886,,91.3,,,,,,,,,,,,79.462
Physician Assistants,United States,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physician Assistants,United States,Arizona,2987,,1966,,,,,,479,1181,772,451,,1328,1659,,65.819,,,,,,16.036,39.538,25.845,15.099,,44.459,55.541
Physician Assistants,United States,Arkansas,575,,278,,,,,,,,,,,,495,,48.348,,,,,,,,,,,,86.087
Physician Assistants,United States,California,12089,2542,6240,,2402,,,634,2005,4467,2808,1320,1489,4651,7438,21.027,51.617,,19.869,,,5.244,16.585,36.951,23.228,10.919,12.317,38.473,61.527
Physician Assistants,United States,Colorado,4167,,3585,,,,,,597,1756,1083,536,,1438,2729,,86.033,,,,,,14.327,42.141,25.99,12.863,,34.509,65.491
Physician Assistants,United States,Connecticut,2521,,1904,,,,,,,1058,480,449,,780,1741,,75.526,,,,,,,41.967,19.04,17.81,,30.94,69.06
Physician Assistants,United States,Delaware,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physician Assistants,United States,District of Columbia,698,,,,,,,,,334,,,,,453,,,,,,,,,47.851,,,,,64.9
Physician Assistants,United States,Florida,8130,1447,5192,834,,,,,1163,3387,1909,1055,616,3088,5042,17.798,63.862,10.258,,,,,14.305,41.661,23.481,12.977,7.577,37.983,62.017
Physician Assistants,United States,Georgia,3659,,2484,737,,,,,640,1521,811,391,,1033,2626,,67.887,20.142,,,,,17.491,41.569,22.165,10.686,,28.232,71.768
Physician Assistants,United States,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physician Assistants,United States,Idaho,1065,,841,,,,,,,383,,,,,581,,78.967,,,,,,,35.962,,,,,54.554
Physician Assistants,United States,Illinois,5022,,3552,,607,,,,1112,2239,767,555,349,1286,3736,,70.729,,12.087,,,,22.143,44.584,15.273,11.051,6.949,25.607,74.393
Physician Assistants,United States,Indiana,2641,,2136,,,,,,425,1000,791,,,777,1864,,80.878,,,,,,16.092,37.864,29.951,,,29.421,70.579
Physician Assistants,United States,Iowa,1055,,1055,,,,,,,,,,,,684,,100,,,,,,,,,,,,64.834
Physician Assistants,United States,Kansas,865,,822,,,,,,,418,,,,298,567,,95.029,,,,,,,48.324,,,,34.451,65.549
Physician Assistants,United States,Kentucky,1149,,1048,,,,,,,497,,,,417,732,,91.21,,,,,,,43.255,,,,36.292,63.708
Physician Assistants,United States,Louisiana,1475,,1133,,,,,,391,538,,,,,1063,,76.814,,,,,,26.508,36.475,,,,,72.068
Physician Assistants,United States,Maine,1042,,985,,,,,,,,,,,,465,,94.53,,,,,,,,,,,,44.626
Physician Assistants,United States,Maryland,2847,,1664,,745,,,,452,883,887,,,1024,1823,,58.447,,26.168,,,,15.876,31.015,31.156,,,35.968,64.032
Physician Assistants,United States,Massachusetts,3878,,3137,,,,,,927,1443,925,227,,1389,2489,,80.892,,,,,,23.904,37.21,23.853,5.854,,35.817,64.183
Physician Assistants,United States,Michigan,4856,,4038,,,,,,1115,1841,923,633,344,1722,3134,,83.155,,,,,,22.961,37.912,19.007,13.035,7.084,35.461,64.539
Physician Assistants,United States,Minnesota,3072,,2849,,,,,,585,1334,653,,,895,2177,,92.741,,,,,,19.043,43.424,21.257,,,29.134,70.866
Physician Assistants,United States,Mississippi,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physician Assistants,United States,Missouri,1301,,1178,,,,,,,498,416,,,,809,,90.546,,,,,,,38.278,31.975,,,,62.183
Physician Assistants,United States,Montana,764,,744,,,,,,,,,,,,467,,97.382,,,,,,,,,,,,61.126
Physician Assistants,United States,Nebraska,880,,776,,,,,,,196,,,,,734,,88.182,,,,,,,22.273,,,,,83.409
Physician Assistants,United States,Nevada,937,,540,,,,,,178,404,,,,303,634,,57.631,,,,,,18.997,43.116,,,,32.337,67.663
Physician Assistants,United States,New Hampshire,788,,702,,,,,,,217,,,,198,590,,89.086,,,,,,,27.538,,,,25.127,74.873
Physician Assistants,United States,New Jersey,3272,373,2161,,419,,,,990,1131,,,,899,2373,11.4,66.045,,12.806,,,,30.257,34.566,,,,27.476,72.524
Physician Assistants,United States,New Mexico,1271,,830,,,,,,,,,,,648,623,,65.303,,,,,,,,,,,50.983,49.017
Physician Assistants,United States,New York,15204,1621,10149,790,1944,,,,3708,5734,2824,1666,1272,5013,10191,10.662,66.752,5.196,12.786,,,,24.388,37.714,18.574,10.958,8.366,32.972,67.028
Physician Assistants,United States,North Carolina,5837,354,4778,,,,,,1086,2088,1120,1195,348,1872,3965,6.065,81.857,,,,,,18.605,35.772,19.188,20.473,5.962,32.071,67.929
Physician Assistants,United States,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physician Assistants,United States,Ohio,4069,,3485,,,,,,1353,1249,945,,231,1107,2962,,85.648,,,,,,33.251,30.696,23.224,,5.677,27.206,72.794
Physician Assistants,United States,Oklahoma,1827,,1391,,,,,,,847,444,,,624,1203,,76.136,,,,,,,46.36,24.302,,,34.154,65.846
Physician Assistants,United States,Oregon,2085,,1594,,,,,,204,1143,448,,,577,1508,,76.451,,,,,,9.784,54.82,21.487,,,27.674,72.326
Physician Assistants,United States,Pennsylvania,8883,,7784,,420,,,,2220,3770,1727,818,348,2714,6169,,87.628,,4.728,,,,24.992,42.441,19.442,9.209,3.918,30.553,69.447
Physician Assistants,United States,Rhode Island,420,,382,,,,,,,,,,,,,,90.952,,,,,,,,,,,,
Physician Assistants,United States,South Carolina,2122,,1526,,,,,,297,1003,,,,620,1502,,71.913,,,,,,13.996,47.267,,,,29.218,70.782
Physician Assistants,United States,South Dakota,532,,488,,,,,,,,,,,,,,91.729,,,,,,,,,,,,
Physician Assistants,United States,Tennessee,1974,,1766,,,,,,352,671,,268,,639,1335,,89.463,,,,,,17.832,33.992,,13.576,,32.371,67.629
Physician Assistants,United States,Texas,9532,2243,5302,702,1079,,,,1586,3647,2109,1473,717,3167,6365,23.531,55.623,7.365,11.32,,,,16.639,38.261,22.125,15.453,7.522,33.225,66.775
Physician Assistants,United States,Utah,1383,,1090,,,,,,,427,512,,,847,536,,78.814,,,,,,,30.875,37.021,,,61.244,38.756
Physician Assistants,United States,Vermont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physician Assistants,United States,Virginia,3384,,2661,,352,,,,881,1473,704,213,,884,2500,,78.635,,10.402,,,,26.034,43.528,20.804,6.294,,26.123,73.877
Physician Assistants,United States,Washington,3527,,2524,,419,,,,747,882,950,629,,1412,2115,,71.562,,11.88,,,,21.179,25.007,26.935,17.834,,40.034,59.966
Physician Assistants,United States,West Virginia,1105,,1000,,,,,,,435,,,,,906,,90.498,,,,,,,39.367,,,,,81.991
Physician Assistants,United States,Wisconsin,3027,,2729,,,,,,747,1022,601,373,,817,2210,,90.155,,,,,,24.678,33.763,19.855,12.322,,26.99,73.01
Physician Assistants,United States,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physician Assistants,United States,All States,141417,13548,103693,7487,11667,,378,4540,29046,54059,30820,17049,10443,47414,94003,9.58,73.324,5.294,8.25,,0.267,3.21,20.539,38.227,21.794,12.056,7.385,33.528,66.472
Physicians,United States,Alabama,11961,858,8974,579,1299,,,,1191,2413,2282,2998,3077,8473,3488,7.173,75.027,4.841,10.86,,,,9.957,20.174,19.079,25.065,25.725,70.839,29.161
Physicians,United States,Alaska,2114,,1792,,,,,,,815,476,,,1216,898,,84.768,,,,,,,38.553,22.517,,,57.521,42.479
Physicians,United States,Arizona,17347,1346,10794,821,3658,,,678,976,4023,4674,4005,3669,11407,5940,7.759,62.224,4.733,21.087,,,3.908,5.626,23.191,26.944,23.088,21.151,65.758,34.242
Physicians,United States,Arkansas,6491,,4821,,878,,,,,1639,1594,1304,1531,4551,1940,,74.272,,13.526,,,,,25.25,24.557,20.089,23.587,70.112,29.888
Physicians,United States,California,110826,8121,53734,3703,39531,,,5625,6004,29678,26783,22305,26056,66593,44233,7.328,48.485,3.341,35.669,,,5.076,5.418,26.779,24.167,20.126,23.511,60.088,39.912
Physicians,United States,Colorado,18322,893,14589,,2223,,,486,757,5613,4828,3693,3431,10387,7935,4.874,79.626,,12.133,,,2.653,4.132,30.635,26.351,20.156,18.726,56.691,43.309
Physicians,United States,Connecticut,14058,937,9047,867,2836,,,348,1778,4115,2614,2617,2934,8052,6006,6.665,64.355,6.167,20.174,,,2.475,12.648,29.272,18.594,18.616,20.871,57.277,42.723
Physicians,United States,Delaware,3262,,2165,,558,,,,,449,921,796,888,2436,826,,66.37,,17.106,,,,,13.765,28.234,24.402,27.223,74.678,25.322
Physicians,United States,District of Columbia,6976,496,3756,1250,1321,,,,1249,2741,1060,945,981,3739,3237,7.11,53.842,17.919,18.936,,,,17.904,39.292,15.195,13.546,14.063,53.598,46.402
Physicians,United States,Florida,61273,13354,32329,3827,9584,,,2027,4178,14307,14050,14460,14278,40952,20321,21.794,52.762,6.246,15.641,,,3.308,6.819,23.35,22.93,23.599,23.302,66.835,33.165
Physicians,United States,Georgia,27117,1238,16009,4436,4511,,,910,1944,6964,7117,5585,5507,16238,10879,4.565,59.037,16.359,16.635,,,3.356,7.169,25.681,26.246,20.596,20.308,59.881,40.119
Physicians,United States,Hawaii,4999,,1919,,2026,,,620,,1112,1540,907,1338,3106,1893,,38.388,,40.528,,,12.402,,22.244,30.806,18.144,26.765,62.132,37.868
Physicians,United States,Idaho,3251,,2970,,,,,,,,945,869,738,2378,873,,91.357,,,,,,,,29.068,26.73,22.701,73.147,26.853
Physicians,United States,Illinois,40556,2081,22516,2403,12241,,,1267,3586,12595,8201,7652,8522,24320,16236,5.131,55.518,5.925,30.183,,,3.124,8.842,31.056,20.221,18.868,21.013,59.966,40.034
Physicians,United States,Indiana,15649,527,11161,519,2994,,,439,842,4436,4268,3350,2753,10590,5059,3.368,71.321,3.317,19.132,,,2.805,5.381,28.347,27.273,21.407,17.592,67.672,32.328
Physicians,United States,Iowa,7981,,6527,,1145,,,,479,2357,1784,2065,1296,5727,2254,,81.782,,14.347,,,,6.002,29.533,22.353,25.874,16.239,71.758,28.242
Physicians,United States,Kansas,6220,,4920,,800,,,,481,1907,1316,1263,1253,3824,2396,,79.1,,12.862,,,,7.733,30.659,21.158,20.305,20.145,61.479,38.521
Physicians,United States,Kentucky,10006,,7641,427,1127,,,,622,3012,2436,1782,2154,6959,3047,,76.364,4.267,11.263,,,,6.216,30.102,24.345,17.809,21.527,69.548,30.452
Physicians,United States,Louisiana,11800,936,8022,844,1685,,,293,882,3561,2877,1739,2741,8463,3337,7.932,67.983,7.153,14.28,,,2.483,7.475,30.178,24.381,14.737,23.229,71.72,28.28
Physicians,United States,Maine,4104,,3710,,,,,,,828,1475,662,1029,2126,1978,,90.4,,,,,,,20.175,35.941,16.131,25.073,51.803,48.197
Physicians,United States,Maryland,22851,1511,12321,2780,5319,,,888,1529,5988,5964,4282,5088,12688,10163,6.612,53.919,12.166,23.277,,,3.886,6.691,26.205,26.1,18.739,22.266,55.525,44.475
Physicians,United States,Massachusetts,33125,2052,21994,1175,6905,,,999,2244,10426,7213,6408,6834,18340,14785,6.195,66.397,3.547,20.845,,,3.016,6.774,31.475,21.775,19.345,20.631,55.366,44.634
Physicians,United States,Michigan,33879,1437,23441,1198,6449,,,1353,3426,9294,6570,7223,7366,20726,13153,4.242,69.19,3.536,19.035,,,3.994,10.112,27.433,19.393,21.32,21.742,61.177,38.823
Physicians,United States,Minnesota,16413,,12354,,3017,,,,1001,4777,3559,3594,3482,10420,5993,,75.27,,18.382,,,,6.099,29.105,21.684,21.897,21.215,63.486,36.514
Physicians,United States,Mississippi,5900,,4247,,524,,,,415,1706,1053,1515,1211,4155,1745,,71.983,,8.881,,,,7.034,28.915,17.847,25.678,20.525,70.424,29.576
Physicians,United States,Missouri,17871,701,12229,825,3457,,,619,973,5466,3820,4047,3565,12143,5728,3.923,68.429,4.616,19.344,,,3.464,5.445,30.586,21.375,22.646,19.949,67.948,32.052
Physicians,United States,Montana,3043,,2623,,,,,,,484,735,956,727,2020,1023,,86.198,,,,,,,15.905,24.154,31.416,23.891,66.382,33.618
Physicians,United States,Nebraska,4955,,4012,,373,,,,572,1323,1403,864,793,3050,1905,,80.969,,7.528,,,,11.544,26.7,28.315,17.437,16.004,61.554,38.446
Physicians,United States,Nevada,6201,443,3410,490,1493,,,365,340,1461,1569,1460,1371,4096,2105,7.144,54.991,7.902,24.077,,,5.886,5.483,23.561,25.302,23.545,22.109,66.054,33.946
Physicians,United States,New Hampshire,4841,,3910,,787,,,,,1501,1325,1079,787,3028,1813,,80.768,,16.257,,,,,31.006,27.37,22.289,16.257,62.549,37.451
Physicians,United States,New Jersey,29402,1660,16987,1618,8320,,,817,1892,6004,6830,6758,7918,17882,11520,5.646,57.775,5.503,28.297,,,2.779,6.435,20.42,23.23,22.985,26.93,60.819,39.181
Physicians,United States,New Mexico,5333,1089,3456,,283,,,,,1552,1392,814,1372,3100,2233,20.42,64.804,,5.307,,,,,29.102,26.102,15.263,25.727,58.129,41.871
Physicians,United States,New York,87943,6895,52447,5003,20424,,,2678,8332,24585,17012,18386,19628,50677,37266,7.84,59.637,5.689,23.224,,,3.045,9.474,27.956,19.344,20.907,22.319,57.625,42.375
Physicians,United States,North Carolina,28305,1122,20988,1601,3768,,,792,2016,7369,8019,5983,4918,17254,11051,3.964,74.149,5.656,13.312,,,2.798,7.122,26.034,28.331,21.138,17.375,60.957,39.043
Physicians,United States,North Dakota,1700,,1075,,,,,,,,,,,1140,560,,63.235,,,,,,,,,,,67.059,32.941
Physicians,United States,Ohio,37504,1119,24831,1653,8818,,,1023,4588,11395,8207,7102,6212,23830,13674,2.984,66.209,4.408,23.512,,,2.728,12.233,30.383,21.883,18.937,16.564,63.54,36.46
Physicians,United States,Oklahoma,9477,,6536,,1620,,,432,647,2735,2135,1589,2371,6130,3347,,68.967,,17.094,,,4.558,6.827,28.859,22.528,16.767,25.018,64.683,35.317
Physicians,United States,Oregon,14242,862,11047,,1376,,,583,356,3359,4657,3173,2697,8977,5265,6.053,77.566,,9.662,,,4.094,2.5,23.585,32.699,22.279,18.937,63.032,36.968
Physicians,United States,Pennsylvania,46623,2273,31689,1728,9796,,,1128,4040,14968,10021,8499,9095,28864,17759,4.875,67.969,3.706,21.011,,,2.419,8.665,32.104,21.494,18.229,19.508,61.909,38.091
Physicians,United States,Rhode Island,4443,,2942,,1031,,,,423,1516,993,948,563,2666,1777,,66.217,,23.205,,,,9.521,34.121,22.35,21.337,12.672,60.005,39.995
Physicians,United States,South Carolina,14699,799,10575,1331,1642,,,,974,3976,3210,3652,2887,9872,4827,5.436,71.944,9.055,11.171,,,,6.626,27.049,21.838,24.845,19.641,67.161,32.839
Physicians,United States,South Dakota,2650,,2204,,,,,,,,801,456,638,1538,1112,,83.17,,,,,,,,30.226,17.208,24.075,58.038,41.962
Physicians,United States,Tennessee,19410,686,14403,1739,2076,,,448,1226,4717,4425,4185,4857,13024,6386,3.534,74.204,8.959,10.696,,,2.308,6.316,24.302,22.798,21.561,25.023,67.099,32.901
